TRANSMITPACKET,8,10,0.000000,10.120000,OSPF_HELLO,2,
TRANSMITPACKET,10,8,0.000000,10.120000,OSPF_HELLO,2,
TRANSMITPACKET,8,1,6881.000000,8769.000000,DIO,2,
TRANSMITPACKET,8,2,6881.000000,8769.000000,DIO,2,
TRANSMITPACKET,8,9,6881.000000,8769.000000,DIO,2,
TRANSMITPACKET,1,8,10369.000000,12129.000000,DAO,1,
TRANSMITPACKET,2,8,13377.000000,15137.000000,DAO,1,
TRANSMITPACKET,9,3,13391.000000,15279.000000,DIO,1,
TRANSMITPACKET,2,1,15920.000000,17808.000000,DIO,2,
TRANSMITPACKET,2,3,15920.000000,17808.000000,DIO,2,
TRANSMITPACKET,2,5,15920.000000,17808.000000,DIO,2,
TRANSMITPACKET,2,8,15920.000000,17808.000000,DIO,2,
TRANSMITPACKET,2,9,15920.000000,17808.000000,DIO,2,
TRANSMITPACKET,5,2,18448.000000,20208.000000,DAO,1,
TRANSMITPACKET,1,4,18449.000000,20337.000000,DIO,2,
TRANSMITPACKET,1,8,18449.000000,20337.000000,DIO,2,
TRANSMITPACKET,4,1,20977.000000,22737.000000,DAO,1,
TRANSMITPACKET,8,2,21298.000000,23186.000000,DIO,1,
TRANSMITPACKET,8,9,21298.000000,23186.000000,DIO,1,
TRANSMITPACKET,5,1,24728.000000,26616.000000,DIO,1,
TRANSMITPACKET,5,2,24728.000000,26616.000000,DIO,2,
TRANSMITPACKET,5,7,24728.000000,26616.000000,DIO,1,
TRANSMITPACKET,3,2,29809.000000,31697.000000,DIO,1,
TRANSMITPACKET,3,6,29809.000000,31697.000000,DIO,2,
TRANSMITPACKET,3,9,29809.000000,31697.000000,DIO,2,
TRANSMITPACKET,1,4,31321.000000,33209.000000,DIO,2,
TRANSMITPACKET,1,5,31321.000000,33209.000000,DIO,2,
TRANSMITPACKET,1,8,31321.000000,33209.000000,DIO,1,
TRANSMITPACKET,9,2,32978.000000,34866.000000,DIO,1,
TRANSMITPACKET,9,3,32978.000000,34866.000000,DIO,1,
TRANSMITPACKET,2,1,35187.000000,37075.000000,DIO,2,
TRANSMITPACKET,2,3,35187.000000,37075.000000,DIO,1,
TRANSMITPACKET,2,5,35187.000000,37075.000000,DIO,2,
TRANSMITPACKET,2,8,35187.000000,37075.000000,DIO,2,
TRANSMITPACKET,2,9,35187.000000,37075.000000,DIO,2,
TRANSMITPACKET,5,2,38676.000000,40436.000000,DAO,2,
TRANSMITPACKET,5,1,41717.000000,43605.000000,DIO,2,
TRANSMITPACKET,5,2,41717.000000,43605.000000,DIO,1,
TRANSMITPACKET,5,7,41717.000000,43605.000000,DIO,2,
TRANSMITPACKET,3,6,43033.000000,44921.000000,DIO,2,
TRANSMITPACKET,3,9,43033.000000,44921.000000,DIO,2,
TRANSMITPACKET,7,5,44245.000000,46005.000000,DAO,2,
TRANSMITPACKET,8,1,45697.000000,47585.000000,DIO,2,
TRANSMITPACKET,8,2,45697.000000,47585.000000,DIO,2,
TRANSMITPACKET,8,9,45697.000000,47585.000000,DIO,2,
TRANSMITPACKET,4,1,47959.000000,49847.000000,DIO,2,
TRANSMITPACKET,4,7,47959.000000,49847.000000,DIO,2,
TRANSMITPACKET,7,5,50487.000000,52247.000000,DAO,2,
TRANSMITPACKET,6,3,52313.000000,54201.000000,DIO,2,
TRANSMITPACKET,1,2,53516.000000,55404.000000,DIO,2,
TRANSMITPACKET,1,4,53516.000000,55404.000000,DIO,2,
TRANSMITPACKET,1,5,53516.000000,55404.000000,DIO,2,
TRANSMITPACKET,1,8,53516.000000,55404.000000,DIO,2,
TRANSMITPACKET,5,1,56045.000000,57933.000000,DIO,2,
TRANSMITPACKET,5,2,56045.000000,57933.000000,DIO,2,
TRANSMITPACKET,5,7,56045.000000,57933.000000,DIO,2,
TRANSMITPACKET,7,4,59214.000000,61102.000000,DIO,2,
TRANSMITPACKET,7,5,59214.000000,61102.000000,DIO,1,
TRANSMITPACKET,2,1,59534.000000,61422.000000,DIO,2,
TRANSMITPACKET,2,3,59534.000000,61422.000000,DIO,2,
TRANSMITPACKET,2,8,59534.000000,61422.000000,DIO,2,
TRANSMITPACKET,2,9,59534.000000,61422.000000,DIO,2,
TRANSMITPACKET,9,2,65019.000000,66907.000000,DIO,2,
TRANSMITPACKET,9,3,65019.000000,66907.000000,DIO,2,
TRANSMITPACKET,9,8,65019.000000,66907.000000,DIO,2,
TRANSMITPACKET,2,8,67547.000000,69307.000000,DAO,2,
TRANSMITPACKET,2,1,73630.000000,75518.000000,DIO,2,
TRANSMITPACKET,2,3,73630.000000,75518.000000,DIO,2,
TRANSMITPACKET,2,5,73630.000000,75518.000000,DIO,1,
TRANSMITPACKET,2,8,73630.000000,75518.000000,DIO,2,
TRANSMITPACKET,2,9,73630.000000,75518.000000,DIO,2,
TRANSMITPACKET,7,4,73795.000000,75683.000000,DIO,2,
TRANSMITPACKET,3,2,76159.000000,78047.000000,DIO,2,
TRANSMITPACKET,3,6,76159.000000,78047.000000,DIO,2,
TRANSMITPACKET,3,9,76159.000000,78047.000000,DIO,2,
TRANSMITPACKET,4,1,76644.000000,78532.000000,DIO,2,
TRANSMITPACKET,4,7,76644.000000,78532.000000,DIO,2,
TRANSMITPACKET,3,9,79493.000000,81253.000000,DAO,2,
TRANSMITPACKET,3,2,84454.000000,86342.000000,DIO,1,
TRANSMITPACKET,3,6,84454.000000,86342.000000,DIO,2,
TRANSMITPACKET,3,9,84454.000000,86342.000000,DIO,2,
TRANSMITPACKET,5,1,85698.000000,87586.000000,DIO,2,
TRANSMITPACKET,5,7,85698.000000,87586.000000,DIO,2,
TRANSMITPACKET,6,3,86983.000000,88871.000000,DIO,2,
TRANSMITPACKET,3,2,90792.000000,92680.000000,DIO,2,
TRANSMITPACKET,3,6,90792.000000,92680.000000,DIO,2,
TRANSMITPACKET,3,9,90792.000000,92680.000000,DIO,2,
TRANSMITPACKET,2,1,93961.000000,95849.000000,DIO,2,
TRANSMITPACKET,2,3,93961.000000,95849.000000,DIO,2,
TRANSMITPACKET,2,5,93961.000000,95849.000000,DIO,2,
TRANSMITPACKET,2,8,93961.000000,95849.000000,DIO,2,
TRANSMITPACKET,2,9,93961.000000,95849.000000,DIO,2,
TRANSMITPACKET,7,4,105794.000000,107682.000000,DIO,2,
TRANSMITPACKET,7,5,105794.000000,107682.000000,DIO,2,
TRANSMITPACKET,3,6,109469.000000,111357.000000,DIO,2,
TRANSMITPACKET,3,9,109469.000000,111357.000000,DIO,1,
TRANSMITPACKET,2,1,109652.000000,111540.000000,DIO,2,
TRANSMITPACKET,2,5,109652.000000,111540.000000,DIO,2,
